worker_id,job_id,worker_experience_years,worker_completed_jobs,worker_success_rate,worker_rating,required_skill_count,matched_skill_count,skill_match_ratio,location_match,distance_km,job_complexity,job_budget,successful
173,80,13,59,0.8717,4.36,1,0,0.0,0,24.66,2,6199.35,0
126,80,9,61,0.696,3.93,1,0,0.0,0,33.36,2,6199.35,0
169,80,12,94,0.8925,4.74,1,0,0.0,1,6.44,2,6199.35,1
142,80,13,25,0.884,4.46,1,0,0.0,0,27.13,2,6199.35,0
176,80,3,25,0.6773,4.38,1,1,1.0,0,26.48,2,6199.35,1
139,80,14,78,0.859,4.26,1,0,0.0,0,19.77,2,6199.35,1
147,80,4,29,0.5625,4.11,1,0,0.0,0,22.48,2,6199.35,1
121,80,10,63,0.7316,4.05,1,0,0.0,1,7.04,2,6199.35,0
122,80,5,21,0.7395,4.55,1,0,0.0,0,14.58,2,6199.35,1
138,81,4,8,0.5727,4.06,3,1,0.3333,0,25.11,5,7213.56,1
84,81,1,9,0.5276,4.17,3,1,0.3333,0,32.9,5,7213.56,0
10,81,1,4,0.6229,4.25,3,1,0.3333,0,14.0,5,7213.56,0
118,81,8,8,0.7519,4.41,3,1,0.3333,0,23.44,5,7213.56,1
169,81,12,94,0.8925,4.74,3,0,0.0,0,40.6,5,7213.56,1
109,81,3,17,0.5429,4.17,3,0,0.0,0,34.59,5,7213.56,0
146,81,8,9,0.6825,4.3,3,1,0.3333,1,4.64,5,7213.56,1
132,81,6,43,0.6389,4.32,3,1,0.3333,0,43.89,5,7213.56,0
108,81,15,105,0.9144,4.52,3,1,0.3333,0,43.62,5,7213.56,1
69,81,6,35,0.7259,4.42,3,0,0.0,0,21.49,5,7213.56,1
6,81,3,15,0.5392,3.8,3,1,0.3333,0,49.85,5,7213.56,1
179,81,11,39,0.7301,4.52,3,1,0.3333,0,19.04,5,7213.56,0
121,81,10,63,0.7316,4.05,3,1,0.3333,0,13.68,5,7213.56,0
151,81,15,82,0.8701,4.24,3,1,0.3333,0,13.79,5,7213.56,1
82,81,5,17,0.6139,4.05,3,1,0.3333,0,12.69,5,7213.56,0
122,82,5,21,0.7395,4.55,2,0,0.0,0,26.09,3,4088.92,0
110,82,2,17,0.6407,3.96,2,1,0.5,0,28.13,3,4088.92,0
54,82,10,21,0.8473,4.63,2,0,0.0,0,17.22,3,4088.92,1
89,82,6,46,0.638,4.19,2,1,0.5,0,38.13,3,4088.92,0
20,82,5,21,0.67,4.22,2,1,0.5,1,5.98,3,4088.92,1
167,82,2,12,0.517,3.99,2,0,0.0,0,48.48,3,4088.92,0
78,82,6,11,0.6434,4.05,2,0,0.0,0,28.69,3,4088.92,0
130,82,11,18,0.7967,4.2,2,0,0.0,0,31.31,3,4088.92,1
77,82,10,45,0.8585,4.62,2,1,0.5,0,40.76,3,4088.92,1
111,82,15,84,0.7565,4.05,2,1,0.5,0,32.64,3,4088.92,1
170,82,11,13,0.7903,4.18,2,1,0.5,1,5.46,3,4088.92,1
139,82,14,78,0.859,4.26,2,1,0.5,0,15.91,3,4088.92,1
81,82,9,41,0.7165,4.37,2,1,0.5,0,37.41,3,4088.92,1
52,82,5,44,0.6774,4.11,2,1,0.5,0,27.42,3,4088.92,1
107,82,7,43,0.6939,4.41,2,0,0.0,0,43.21,3,4088.92,1
53,83,10,69,0.7795,4.46,1,1,1.0,0,11.11,1,14092.45,1
106,83,14,82,0.8372,4.36,1,0,0.0,0,22.42,1,14092.45,1
69,83,6,35,0.7259,4.42,1,0,0.0,0,49.65,1,14092.45,1
74,83,8,47,0.7955,4.4,1,1,1.0,0,46.23,1,14092.45,1
166,83,9,58,0.7486,4.2,1,0,0.0,0,20.91,1,14092.45,1
42,83,1,5,0.5406,4.18,1,0,0.0,0,41.59,1,14092.45,1
66,83,10,58,0.7501,4.57,1,0,0.0,0,32.03,1,14092.45,1
176,83,3,25,0.6773,4.38,1,0,0.0,0,11.69,1,14092.45,0
154,83,11,20,0.7965,4.53,1,0,0.0,0,41.29,1,14092.45,1
61,83,13,65,0.8096,4.39,1,0,0.0,0,45.86,1,14092.45,1
104,83,7,36,0.7242,4.18,1,1,1.0,0,21.92,1,14092.45,1
62,83,0,5,0.5185,3.59,1,0,0.0,0,48.2,1,14092.45,0
30,83,15,34,0.7842,4.19,1,0,0.0,0,36.87,1,14092.45,0
39,83,15,47,0.913,4.8,1,1,1.0,0,25.88,1,14092.45,1
50,83,13,21,0.9208,4.86,1,1,1.0,0,43.71,1,14092.45,1
147,84,4,29,0.5625,4.11,1,0,0.0,0,40.93,1,11607.78,1
189,84,9,74,0.7467,4.48,1,0,0.0,0,43.29,1,11607.78,0
129,84,6,34,0.68,4.02,1,0,0.0,0,42.23,1,11607.78,0
31,84,1,1,0.5802,4.0,1,0,0.0,0,47.42,1,11607.78,1
134,84,4,4,0.6145,4.23,1,0,0.0,1,1.51,1,11607.78,1
171,84,4,13,0.5639,4.17,1,0,0.0,0,20.98,1,11607.78,1
149,84,4,14,0.6858,3.91,1,1,1.0,0,44.52,1,11607.78,1
199,84,15,81,0.8197,4.46,1,0,0.0,0,31.34,1,11607.78,1
135,84,1,3,0.6085,4.06,1,0,0.0,0,14.52,1,11607.78,0
65,84,4,33,0.5827,3.85,1,0,0.0,0,28.99,1,11607.78,1
128,84,3,29,0.6131,4.0,1,0,0.0,0,21.11,1,11607.78,0
24,84,6,40,0.6238,4.33,1,1,1.0,1,1.88,1,11607.78,1
61,84,13,65,0.8096,4.39,1,1,1.0,0,24.71,1,11607.78,1
154,84,11,20,0.7965,4.53,1,0,0.0,0,35.82,1,11607.78,0
32,84,2,7,0.5123,3.61,1,0,0.0,0,11.39,1,11607.78,0
14,85,2,14,0.5687,4.27,1,0,0.0,0,44.31,1,1963.0,1
177,85,8,36,0.813,4.2,1,1,1.0,0,46.39,1,1963.0,1
172,85,4,28,0.5778,3.8,1,0,0.0,0,49.12,1,1963.0,1
62,85,0,5,0.5185,3.59,1,1,1.0,0,13.61,1,1963.0,1
65,85,4,33,0.5827,3.85,1,0,0.0,0,19.42,1,1963.0,1
142,85,13,25,0.884,4.46,1,0,0.0,0,45.61,1,1963.0,0
99,85,2,12,0.5454,3.7,1,0,0.0,0,35.25,1,1963.0,0
80,85,15,85,0.8456,4.43,1,0,0.0,0,40.67,1,1963.0,1
164,85,15,79,0.7772,4.09,1,0,0.0,1,0.82,1,1963.0,0
180,85,9,69,0.8003,4.17,1,0,0.0,0,42.93,1,1963.0,0
93,85,5,24,0.6821,4.37,1,0,0.0,0,28.84,1,1963.0,1
176,85,3,25,0.6773,4.38,1,0,0.0,0,43.65,1,1963.0,0
32,85,2,7,0.5123,3.61,1,1,1.0,0,45.07,1,1963.0,1
137,85,15,123,0.8223,4.54,1,0,0.0,0,42.98,1,1963.0,1
61,85,13,65,0.8096,4.39,1,0,0.0,0,30.25,1,1963.0,1
155,86,2,12,0.6036,4.08,2,1,0.5,0,10.12,4,11237.85,1
187,86,10,32,0.8495,4.59,2,0,0.0,0,22.22,4,11237.85,1
141,86,13,53,0.8697,4.44,2,2,1.0,0,14.43,4,11237.85,1
189,86,9,74,0.7467,4.48,2,1,0.5,0,38.54,4,11237.85,1
84,86,1,9,0.5276,4.17,2,1,0.5,0,35.97,4,11237.85,1
117,86,12,73,0.7692,4.26,2,1,0.5,0,33.76,4,11237.85,1
178,86,14,58,0.9175,4.55,2,0,0.0,0,47.58,4,11237.85,1
8,86,8,37,0.7644,4.24,2,0,0.0,0,44.94,4,11237.85,1
196,86,14,18,0.7727,4.18,2,1,0.5,0,16.94,4,11237.85,1
14,86,2,14,0.5687,4.27,2,1,0.5,0,23.1,4,11237.85,1
165,86,1,4,0.6024,4.33,2,1,0.5,0,13.38,4,11237.85,1
48,86,5,42,0.7483,4.16,2,1,0.5,0,25.74,4,11237.85,1
162,86,2,11,0.5831,3.72,2,1,0.5,0,43.39,4,11237.85,1
114,86,5,15,0.6065,4.11,2,0,0.0,0,10.83,4,11237.85,1
35,86,3,5,0.6218,4.07,2,0,0.0,0,32.34,4,11237.85,0
59,87,15,95,0.7931,4.34,2,0,0.0,0,16.8,1,11438.59,1
23,87,7,11,0.788,4.58,2,0,0.0,0,10.56,1,11438.59,1
119,87,6,45,0.6451,4.26,2,0,0.0,0,40.93,1,11438.59,0
51,87,13,54,0.8224,4.31,2,0,0.0,0,43.09,1,11438.59,1
68,87,6,7,0.7118,4.07,2,0,0.0,0,18.98,1,11438.59,1
180,87,9,69,0.8003,4.17,2,1,0.5,0,47.84,1,11438.59,1
44,87,5,31,0.5795,4.13,2,1,0.5,0,20.65,1,11438.59,1
13,87,4,36,0.6388,4.25,2,0,0.0,0,25.28,1,11438.59,1
103,87,3,23,0.6748,4.16,2,1,0.5,0,18.26,1,11438.59,1
159,87,4,19,0.5685,3.83,2,0,0.0,0,42.96,1,11438.59,0
110,87,2,17,0.6407,3.96,2,0,0.0,0,17.57,1,11438.59,1
154,87,11,20,0.7965,4.53,2,0,0.0,0,41.7,1,11438.59,1
67,87,1,6,0.5154,3.62,2,1,0.5,0,49.05,1,11438.59,1
39,87,15,47,0.913,4.8,2,1,0.5,0,28.04,1,11438.59,1
95,87,10,42,0.7047,4.06,2,0,0.0,0,33.32,1,11438.59,1
22,88,0,5,0.5497,3.99,1,0,0.0,0,20.25,5,3895.34,1
3,88,6,51,0.717,4.27,1,0,0.0,0,12.35,5,3895.34,1
121,88,10,63,0.7316,4.05,1,1,1.0,0,19.39,5,3895.34,1
35,88,3,5,0.6218,4.07,1,0,0.0,0,49.87,5,3895.34,0
83,88,7,30,0.6573,3.84,1,0,0.0,0,48.69,5,3895.34,0
178,88,14,58,0.9175,4.55,1,0,0.0,0,39.93,5,3895.34,1
102,88,7,52,0.6535,4.16,1,1,1.0,0,20.15,5,3895.34,1
176,88,3,25,0.6773,4.38,1,0,0.0,1,3.37,5,3895.34,1
55,88,0,1,0.5,3.84,1,1,1.0,0,24.84,5,3895.34,0
183,88,0,5,0.5535,4.08,1,0,0.0,1,5.82,5,3895.34,0
99,88,2,12,0.5454,3.7,1,1,1.0,0,20.41,5,3895.34,1
182,88,3,4,0.5679,4.06,1,0,0.0,0,47.21,5,3895.34,0
109,88,3,17,0.5429,4.17,1,0,0.0,0,15.28,5,3895.34,0
189,88,9,74,0.7467,4.48,1,0,0.0,0,31.22,5,3895.34,1
153,88,15,110,0.8275,4.22,1,1,1.0,0,14.67,5,3895.34,1
33,89,2,15,0.6183,4.1,2,2,1.0,0,49.78,2,4875.58,1
128,89,3,29,0.6131,4.0,2,1,0.5,0,16.05,2,4875.58,0
72,89,1,6,0.5709,4.07,2,0,0.0,0,36.3,2,4875.58,0
192,89,13,23,0.8275,4.74,2,1,0.5,0,12.13,2,4875.58,1
93,89,5,24,0.6821,4.37,2,1,0.5,0,19.19,2,4875.58,1
111,89,15,84,0.7565,4.05,2,0,0.0,0,20.41,2,4875.58,0
73,89,3,16,0.6979,4.29,2,0,0.0,0,27.46,2,4875.58,0
68,89,6,7,0.7118,4.07,2,1,0.5,0,47.09,2,4875.58,1
157,89,3,10,0.6034,3.98,2,1,0.5,0,24.26,2,4875.58,1
195,89,12,58,0.8424,4.62,2,0,0.0,0,29.41,2,4875.58,1
133,89,8,62,0.8271,4.73,2,0,0.0,0,43.83,2,4875.58,0
81,89,9,41,0.7165,4.37,2,0,0.0,0,14.95,2,4875.58,1
112,89,3,27,0.6391,4.32,2,0,0.0,0,44.73,2,4875.58,1
43,89,11,82,0.8841,4.49,2,0,0.0,0,16.73,2,4875.58,1
189,89,9,74,0.7467,4.48,2,0,0.0,0,20.91,2,4875.58,0
150,90,14,67,0.7992,4.54,3,1,0.3333,0,21.37,5,4489.73,0
55,90,0,1,0.5,3.84,3,3,1.0,0,14.88,5,4489.73,1
2,90,2,20,0.5759,3.7,3,1,0.3333,0,47.17,5,4489.73,1
135,90,1,3,0.6085,4.06,3,1,0.3333,0,22.94,5,4489.73,1
197,90,14,61,0.817,4.58,3,1,0.3333,0,28.41,5,4489.73,1
147,90,4,29,0.5625,4.11,3,1,0.3333,0,29.19,5,4489.73,0
47,90,11,93,0.8167,4.53,3,0,0.0,0,20.77,5,4489.73,0
107,90,7,43,0.6939,4.41,3,0,0.0,0,23.18,5,4489.73,1
20,90,5,21,0.67,4.22,3,1,0.3333,0,34.89,5,4489.73,1
64,90,4,5,0.7132,4.29,3,1,0.3333,0,47.9,5,4489.73,0
128,90,3,29,0.6131,4.0,3,0,0.0,1,9.12,5,4489.73,0
174,90,9,69,0.8377,4.27,3,2,0.6667,0,15.17,5,4489.73,1
25,90,3,6,0.6436,4.02,3,1,0.3333,0,42.06,5,4489.73,1
85,90,9,69,0.7612,4.22,3,1,0.3333,0,41.93,5,4489.73,0
7,90,1,11,0.516,3.75,3,1,0.3333,0,31.89,5,4489.73,0
24,91,6,40,0.6238,4.33,3,2,0.6667,0,40.1,4,14598.21,1
103,91,3,23,0.6748,4.16,3,2,0.6667,0,14.82,4,14598.21,1
66,91,10,58,0.7501,4.57,3,1,0.3333,0,27.29,4,14598.21,0
46,91,9,38,0.7151,4.33,3,0,0.0,0,22.4,4,14598.21,0
62,91,0,5,0.5185,3.59,3,1,0.3333,0,15.25,4,14598.21,0
198,91,12,52,0.8669,4.36,3,1,0.3333,0,43.28,4,14598.21,1
23,91,7,11,0.788,4.58,3,1,0.3333,0,29.58,4,14598.21,0
6,91,3,15,0.5392,3.8,3,0,0.0,0,29.06,4,14598.21,0
54,91,10,21,0.8473,4.63,3,1,0.3333,0,26.92,4,14598.21,1
42,91,1,5,0.5406,4.18,3,0,0.0,1,8.2,4,14598.21,0
100,91,14,66,0.7598,4.33,3,2,0.6667,0,27.36,4,14598.21,1
200,91,15,40,0.7721,4.55,3,1,0.3333,0,11.62,4,14598.21,1
104,91,7,36,0.7242,4.18,3,0,0.0,0,28.54,4,14598.21,1
73,91,3,16,0.6979,4.29,3,2,0.6667,0,37.45,4,14598.21,1
166,91,9,58,0.7486,4.2,3,0,0.0,0,29.81,4,14598.21,0
135,92,1,3,0.6085,4.06,3,1,0.3333,0,32.74,2,4848.38,1
22,92,0,5,0.5497,3.99,3,0,0.0,0,46.69,2,4848.38,0
75,92,7,60,0.7932,4.25,3,1,0.3333,0,30.43,2,4848.38,1
120,92,9,65,0.681,4.09,3,0,0.0,1,4.91,2,4848.38,1
112,92,3,27,0.6391,4.32,3,0,0.0,0,42.51,2,4848.38,1
21,92,11,67,0.8869,4.52,3,1,0.3333,0,33.42,2,4848.38,1
123,92,4,18,0.7048,4.35,3,1,0.3333,0,10.65,2,4848.38,0
77,92,10,45,0.8585,4.62,3,1,0.3333,0,28.52,2,4848.38,1
39,92,15,47,0.913,4.8,3,1,0.3333,0,43.72,2,4848.38,1
33,92,2,15,0.6183,4.1,3,1,0.3333,0,26.65,2,4848.38,0
176,92,3,25,0.6773,4.38,3,0,0.0,0,22.56,2,4848.38,0
64,92,4,5,0.7132,4.29,3,1,0.3333,0,40.29,2,4848.38,1
134,92,4,4,0.6145,4.23,3,0,0.0,0,42.31,2,4848.38,1
110,92,2,17,0.6407,3.96,3,2,0.6667,0,46.72,2,4848.38,1
76,92,10,13,0.789,4.27,3,1,0.3333,0,18.44,2,4848.38,1
155,93,2,12,0.6036,4.08,3,0,0.0,0,37.67,2,12934.35,0
67,93,1,6,0.5154,3.62,3,1,0.3333,0,48.63,2,12934.35,0
173,93,13,59,0.8717,4.36,3,3,1.0,0,29.47,2,12934.35,1
28,93,0,1,0.6167,4.27,3,2,0.6667,0,48.96,2,12934.35,1
112,93,3,27,0.6391,4.32,3,0,0.0,0,36.95,2,12934.35,0
137,93,15,123,0.8223,4.54,3,0,0.0,0,25.8,2,12934.35,1
5,93,12,24,0.8146,4.32,3,1,0.3333,1,1.69,2,12934.35,1
2,93,2,20,0.5759,3.7,3,1,0.3333,0,14.48,2,12934.35,1
102,93,7,52,0.6535,4.16,3,2,0.6667,0,48.82,2,12934.35,1
30,93,15,34,0.7842,4.19,3,0,0.0,0,18.37,2,12934.35,1
4,93,5,32,0.6362,3.89,3,0,0.0,0,35.99,2,12934.35,1
44,93,5,31,0.5795,4.13,3,1,0.3333,0,35.04,2,12934.35,0
168,93,2,20,0.6195,4.32,3,1,0.3333,1,2.31,2,12934.35,1
123,93,4,18,0.7048,4.35,3,0,0.0,0,28.54,2,12934.35,1
118,93,8,8,0.7519,4.41,3,1,0.3333,0,10.87,2,12934.35,1
40,94,4,20,0.5791,3.96,2,0,0.0,1,3.67,5,14532.9,1
190,94,11,17,0.8808,4.43,2,0,0.0,0,43.91,5,14532.9,1
180,94,9,69,0.8003,4.17,2,2,1.0,0,26.63,5,14532.9,1
114,94,5,15,0.6065,4.11,2,0,0.0,1,6.0,5,14532.9,0
125,94,0,5,0.6092,4.08,2,0,0.0,0,49.96,5,14532.9,1
121,94,10,63,0.7316,4.05,2,1,0.5,0,25.99,5,14532.9,1
6,94,3,15,0.5392,3.8,2,0,0.0,0,38.98,5,14532.9,0
116,94,14,58,0.9278,4.5,2,0,0.0,1,9.1,5,14532.9,0
150,94,14,67,0.7992,4.54,2,0,0.0,0,19.28,5,14532.9,1
63,94,15,43,0.7991,4.38,2,0,0.0,1,0.68,5,14532.9,1
52,94,5,44,0.6774,4.11,2,0,0.0,0,32.13,5,14532.9,1
76,94,10,13,0.789,4.27,2,0,0.0,0,35.93,5,14532.9,0
146,94,8,9,0.6825,4.3,2,1,0.5,0,14.68,5,14532.9,1
101,94,4,22,0.6289,4.2,2,0,0.0,0,35.85,5,14532.9,0
14,94,2,14,0.5687,4.27,2,2,1.0,0,27.45,5,14532.9,1
186,95,2,13,0.5434,4.02,3,1,0.3333,0,15.25,1,3448.38,1
50,95,13,21,0.9208,4.86,3,0,0.0,0,38.46,1,3448.38,0
121,95,10,63,0.7316,4.05,3,0,0.0,0,43.32,1,3448.38,1
89,95,6,46,0.638,4.19,3,1,0.3333,0,39.38,1,3448.38,0
113,95,1,6,0.6183,3.94,3,3,1.0,0,41.99,1,3448.38,1
60,95,10,79,0.7145,4.03,3,1,0.3333,0,34.87,1,3448.38,1
130,95,11,18,0.7967,4.2,3,1,0.3333,0,39.97,1,3448.38,1
57,95,7,61,0.6468,3.89,3,1,0.3333,0,15.16,1,3448.38,1
151,95,15,82,0.8701,4.24,3,0,0.0,0,34.23,1,3448.38,1
176,95,3,25,0.6773,4.38,3,1,0.3333,1,4.45,1,3448.38,0
87,95,2,9,0.5213,4.05,3,1,0.3333,0,22.15,1,3448.38,1
155,95,2,12,0.6036,4.08,3,1,0.3333,0,11.88,1,3448.38,1
184,95,13,36,0.8696,4.27,3,0,0.0,0,45.24,1,3448.38,1
169,95,12,94,0.8925,4.74,3,1,0.3333,0,16.34,1,3448.38,1
120,95,9,65,0.681,4.09,3,0,0.0,0,45.78,1,3448.38,1
17,96,11,31,0.8221,4.6,2,0,0.0,1,7.82,2,11006.48,1
87,96,2,9,0.5213,4.05,2,0,0.0,0,45.85,2,11006.48,0
111,96,15,84,0.7565,4.05,2,1,0.5,0,44.95,2,11006.48,1
30,96,15,34,0.7842,4.19,2,1,0.5,0,14.17,2,11006.48,1
159,96,4,19,0.5685,3.83,2,1,0.5,0,47.85,2,11006.48,0
59,96,15,95,0.7931,4.34,2,1,0.5,0,48.51,2,11006.48,1
31,96,1,1,0.5802,4.0,2,0,0.0,1,9.76,2,11006.48,0
144,96,9,54,0.6936,4.2,2,2,1.0,0,34.39,2,11006.48,1
58,96,14,34,0.8839,4.53,2,0,0.0,0,14.07,2,11006.48,1
125,96,0,5,0.6092,4.08,2,1,0.5,0,30.29,2,11006.48,1
67,96,1,6,0.5154,3.62,2,0,0.0,0,14.72,2,11006.48,1
88,96,14,70,0.8035,4.45,2,1,0.5,0,24.47,2,11006.48,1
91,96,9,67,0.6878,4.03,2,1,0.5,0,38.33,2,11006.48,1
197,96,14,61,0.817,4.58,2,1,0.5,0,29.94,2,11006.48,1
12,96,7,54,0.726,4.11,2,2,1.0,0,16.17,2,11006.48,1
36,97,9,29,0.7539,4.33,1,0,0.0,0,24.9,5,10268.24,0
32,97,2,7,0.5123,3.61,1,1,1.0,0,24.43,5,10268.24,1
52,97,5,44,0.6774,4.11,1,1,1.0,0,16.06,5,10268.24,1
113,97,1,6,0.6183,3.94,1,1,1.0,0,26.87,5,10268.24,1
107,97,7,43,0.6939,4.41,1,0,0.0,1,8.12,5,10268.24,1
197,97,14,61,0.817,4.58,1,0,0.0,0,26.37,5,10268.24,1
2,97,2,20,0.5759,3.7,1,0,0.0,0,44.1,5,10268.24,0
63,97,15,43,0.7991,4.38,1,0,0.0,1,3.94,5,10268.24,1
122,97,5,21,0.7395,4.55,1,0,0.0,0,15.82,5,10268.24,1
88,97,14,70,0.8035,4.45,1,0,0.0,1,8.16,5,10268.24,0
74,97,8,47,0.7955,4.4,1,1,1.0,0,13.39,5,10268.24,1
130,97,11,18,0.7967,4.2,1,0,0.0,0,49.28,5,10268.24,1
44,97,5,31,0.5795,4.13,1,1,1.0,0,12.46,5,10268.24,1
22,97,0,5,0.5497,3.99,1,0,0.0,0,36.41,5,10268.24,0
69,97,6,35,0.7259,4.42,1,0,0.0,0,46.1,5,10268.24,1
162,98,2,11,0.5831,3.72,1,1,1.0,0,10.32,5,12167.43,1
183,98,0,5,0.5535,4.08,1,0,0.0,0,31.11,5,12167.43,0
170,98,11,13,0.7903,4.18,1,0,0.0,1,7.15,5,12167.43,1
134,98,4,4,0.6145,4.23,1,0,0.0,0,18.21,5,12167.43,0
76,98,10,13,0.789,4.27,1,0,0.0,0,41.53,5,12167.43,0
108,98,15,105,0.9144,4.52,1,0,0.0,0,37.9,5,12167.43,0
103,98,3,23,0.6748,4.16,1,0,0.0,0,41.26,5,12167.43,0
175,98,13,33,0.897,4.75,1,0,0.0,0,17.89,5,12167.43,1
180,98,9,69,0.8003,4.17,1,1,1.0,0,11.48,5,12167.43,1
142,98,13,25,0.884,4.46,1,0,0.0,0,39.0,5,12167.43,0
78,98,6,11,0.6434,4.05,1,0,0.0,0,15.04,5,12167.43,0
185,98,0,4,0.6072,3.77,1,0,0.0,0,21.36,5,12167.43,1
191,98,12,55,0.9253,4.61,1,1,1.0,0,32.07,5,12167.43,1
81,98,9,41,0.7165,4.37,1,0,0.0,0,40.28,5,12167.43,1
89,98,6,46,0.638,4.19,1,0,0.0,0,11.12,5,12167.43,0
152,99,6,25,0.7702,4.5,3,0,0.0,0,11.91,3,13107.37,0
67,99,1,6,0.5154,3.62,3,1,0.3333,0,14.99,3,13107.37,1
62,99,0,5,0.5185,3.59,3,1,0.3333,0,39.47,3,13107.37,1
199,99,15,81,0.8197,4.46,3,2,0.6667,0,49.32,3,13107.37,1
78,99,6,11,0.6434,4.05,3,1,0.3333,0,49.56,3,13107.37,1
186,99,2,13,0.5434,4.02,3,0,0.0,0,45.77,3,13107.37,0
109,99,3,17,0.5429,4.17,3,0,0.0,0,31.33,3,13107.37,0
130,99,11,18,0.7967,4.2,3,2,0.6667,0,24.01,3,13107.37,1
29,99,12,19,0.7796,4.05,3,1,0.3333,0,41.39,3,13107.37,1
188,99,14,18,0.8028,4.12,3,0,0.0,1,6.89,3,13107.37,1
16,99,8,40,0.7872,4.37,3,2,0.6667,0,30.79,3,13107.37,1
96,99,1,13,0.6111,4.03,3,1,0.3333,0,23.11,3,13107.37,0
161,99,2,17,0.5796,3.87,3,0,0.0,0,42.91,3,13107.37,0
91,99,9,67,0.6878,4.03,3,0,0.0,0,13.92,3,13107.37,0
32,99,2,7,0.5123,3.61,3,1,0.3333,1,8.37,3,13107.37,1
16,100,8,40,0.7872,4.37,2,1,0.5,0,25.79,1,14450.12,1
109,100,3,17,0.5429,4.17,2,0,0.0,0,29.95,1,14450.12,1
34,100,8,33,0.6736,4.25,2,1,0.5,0,27.6,1,14450.12,0
122,100,5,21,0.7395,4.55,2,0,0.0,0,29.58,1,14450.12,0
55,100,0,1,0.5,3.84,2,1,0.5,0,42.95,1,14450.12,1
115,100,7,36,0.7398,4.26,2,1,0.5,0,15.08,1,14450.12,1
20,100,5,21,0.67,4.22,2,0,0.0,1,1.73,1,14450.12,1
95,100,10,42,0.7047,4.06,2,0,0.0,0,44.53,1,14450.12,1
174,100,9,69,0.8377,4.27,2,0,0.0,0,18.51,1,14450.12,1
135,100,1,3,0.6085,4.06,2,1,0.5,0,39.86,1,14450.12,0
104,100,7,36,0.7242,4.18,2,0,0.0,0,24.77,1,14450.12,0
151,100,15,82,0.8701,4.24,2,1,0.5,0,34.06,1,14450.12,1
144,100,9,54,0.6936,4.2,2,1,0.5,0,14.83,1,14450.12,1
133,100,8,62,0.8271,4.73,2,1,0.5,0,11.61,1,14450.12,1
200,100,15,40,0.7721,4.55,2,0,0.0,0,24.86,1,14450.12,0
78,101,6,11,0.6434,4.05,3,1,0.3333,0,14.89,5,13769.33,1
76,101,10,13,0.789,4.27,3,0,0.0,0,44.82,5,13769.33,1
125,101,0,5,0.6092,4.08,3,1,0.3333,0,32.92,5,13769.33,0
8,101,8,37,0.7644,4.24,3,1,0.3333,0,46.01,5,13769.33,0
37,101,9,22,0.844,4.25,3,1,0.3333,0,29.01,5,13769.33,1
151,101,15,82,0.8701,4.24,3,0,0.0,1,6.25,5,13769.33,0
108,101,15,105,0.9144,4.52,3,0,0.0,0,30.19,5,13769.33,1
13,101,4,36,0.6388,4.25,3,0,0.0,0,28.0,5,13769.33,0
79,101,14,115,0.7531,4.18,3,0,0.0,1,8.73,5,13769.33,1
73,101,3,16,0.6979,4.29,3,0,0.0,0,41.99,5,13769.33,0
56,101,12,43,0.7766,4.46,3,2,0.6667,0,26.39,5,13769.33,1
47,101,11,93,0.8167,4.53,3,0,0.0,0,25.82,5,13769.33,0
190,101,11,17,0.8808,4.43,3,1,0.3333,0,48.32,5,13769.33,0
126,101,9,61,0.696,3.93,3,2,0.6667,0,39.44,5,13769.33,1
1,101,3,3,0.6585,3.98,3,1,0.3333,0,44.64,5,13769.33,0
147,102,4,29,0.5625,4.11,2,0,0.0,0,12.11,3,8237.93,0
162,102,2,11,0.5831,3.72,2,1,0.5,0,17.58,3,8237.93,1
198,102,12,52,0.8669,4.36,2,0,0.0,0,45.87,3,8237.93,1
182,102,3,4,0.5679,4.06,2,1,0.5,0,47.45,3,8237.93,1
80,102,15,85,0.8456,4.43,2,1,0.5,0,10.76,3,8237.93,1
144,102,9,54,0.6936,4.2,2,1,0.5,0,19.81,3,8237.93,1
166,102,9,58,0.7486,4.2,2,0,0.0,0,45.51,3,8237.93,1
32,102,2,7,0.5123,3.61,2,1,0.5,0,42.28,3,8237.93,1
165,102,1,4,0.6024,4.33,2,0,0.0,0,26.07,3,8237.93,1
22,102,0,5,0.5497,3.99,2,0,0.0,0,44.48,3,8237.93,1
50,102,13,21,0.9208,4.86,2,1,0.5,0,27.48,3,8237.93,1
159,102,4,19,0.5685,3.83,2,0,0.0,0,44.39,3,8237.93,1
139,102,14,78,0.859,4.26,2,1,0.5,0,20.29,3,8237.93,1
148,102,6,30,0.6756,4.07,2,0,0.0,0,13.97,3,8237.93,1
194,102,14,19,0.8808,4.78,2,1,0.5,0,15.76,3,8237.93,1
23,103,7,11,0.788,4.58,2,1,0.5,0,13.95,4,13300.77,1
40,103,4,20,0.5791,3.96,2,0,0.0,0,45.72,4,13300.77,1
79,103,14,115,0.7531,4.18,2,2,1.0,0,47.66,4,13300.77,1
105,103,13,56,0.9182,4.61,2,1,0.5,0,12.08,4,13300.77,1
174,103,9,69,0.8377,4.27,2,1,0.5,0,33.88,4,13300.77,1
44,103,5,31,0.5795,4.13,2,1,0.5,0,30.34,4,13300.77,1
16,103,8,40,0.7872,4.37,2,0,0.0,0,47.97,4,13300.77,1
